Type,Category,Name,Description,Units,Possible Reasons for blank values
Dimension,Network,First Remote Address,IP Address of the second endpoint to which the first endpoint sends media to at the end of media connectivity checks. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 10.0.0.10,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Remote Address,IP Address of the first endpoint to which the second endpoint sends media to at the end of media connectivity checks. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 10.0.0.10,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Base Address,IP address of the interface that the first endpoint used for allocating media relay candidates. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 10.0.0.10,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Base Address,IP address of the interface that the second endpoint used for allocating media relay candidates. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 10.0.0.10,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Local Site,"IP address of the first endpoint as seen by the media relay server. This value is typically the public internet IP address associated with the first endpoint for the stream. If for some reason the relays aren't reachable or allocations failed, this value is the IP of a local interface on the first endpoint. <br/> This dimension is similar to First Reflexive Local IP, but this information is reported by the Transport Diagnostic event instead of QoE. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 104.43.195.251",,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Local Site,"IP Address of the second endpoint as seen by the media relay server. This value is typically the public internet IP address associated with the second endpoint for the stream. If for some reason the relays aren't reachable or allocations failed, this value is the IP of a local interface on the first endpoint. <br/> This dimension is similar to Second Reflexive Local IP, but this information is reported by the Transport Diagnostic event instead of QoE. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 104.43.195.251",,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Remote Site,The Local Site IP address reported by the second endpoint and exchanged with the first endpoint. <br/> Extra information in case Transport Diagnostic event on the second endpoint isn't available for any reason. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 104.43.195.251,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Remote Site,The Local Site IP address reported by the first endpoint and exchanged with the second endpoint. <br/> Extra information in case the Transport Diagnostic event on the first endpoint isn't available for any reason. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. <br/> **Example value:** 104.43.195.251,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Local Media Relay Address,"Microsoft IP address of the media relay server allocated by the first endpoint. <br/> This dimension is similar information to First Relay IP, but is reported by the Transport Diagnostic event instead of QoE. <br/> **Example value:** 52.114.5.237",,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Local Media Relay Address,"Microsoft IP address of the media relay server allocated by the second endpoint. <br/> This dimension is similar information to Second Relay IP, but is reported by the Transport Diagnostic event instead of QoE. <br/> **Example value:** 52.114.5.237",,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Remote Media Relay Address,Microsoft IP address of the media relay server allocated by the second endpoint and exchanged with the first endpoint. <br/> Extra information in case the Transport Diagnostic event on the second endpoint isn't available for any reason. <br/> **Example value:** 52.114.5.237,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Remote Media Relay Address,Microsoft IP address of the media relay server allocated by the first endpoint and exchanged with the second endpoint. <br/> Extra information in case the Transport Diagnostic event on the first endpoint isn't available for any reason. <br/> **Example value:** 52.114.5.237,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Local Address Type,The candidate type of First Local Address. IceAddrType_Turn indicates a relayed call. The rest of the types indicate direct connections.,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Local Address Type,The candidate type of Second Local Address. IceAddrType_Turn indicates a relayed call. The rest of the types indicate direct connections.,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Remote Address Type,Candidate type of First Remote Address. IceAddrType_Turn indicates a relayed call. The rest of the values indicate direct connections.,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Remote Address Type,Candidate type of Second Remote Address. IceAddrType_Turn indicates a relayed call. The rest of the values indicate direct connections.,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Transport Protocol,The communications protocol used by the first endpoint for sending media. <br/>**Possible Values** <br/>&bull;UDP - Multi-purpose UDP used for both TURN and host allocations <br/>&bull;TurnTCP - TCP TURN allocation. Uses the proxy if proxy settings are specified <br/>&bull;TCPHostPassive - TCP listen host socket for a passive connection type <br/>&bull;TCPHostActive - TCP connection using an active connection type <br/>&bull;CompoundTCP - A combination of upstream and downstream TCP connections. Typically over the HTTPS protocol. <br/>&bull;MultiTCP - A connectivity model that uses multiple TCP connections and distributes packets to each using round robin. </br>,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,Second Transport Protocol,The communications protocol used by the second endpoint for sending media. <br/>**Possible Values** <br/>&bull;UDP - Multi-purpose UDP used for both TURN and host allocations <br/>&bull;TurnTCP - TCP TURN allocation. Uses the proxy if proxy settings are specified <br/>&bull;TCPHostPassive - TCP listen host socket for a passive connection type <br/>&bull;TCPHostActive - TCP connection using an active connection type <br/>&bull;CompoundTCP - A combination of upstream and downstream TCP connections. Typically over the HTTPS protocol. <br/>&bull;MultiTCP - A connectivity model that uses multiple TCP connections and distributes packets to each using round robin. </br>,,&bull; Transport Diagnostic type wasn't reported <br/>&bull; The media path wasn't established
Dimension,Network,First Roaming Trigger,"Indicates the most recent cause the first endpoint performed a lightweight reconnect mid-call where signaling wasn't involved. For example, when an endpoint switches wireless access points on the same network. <br/>**Possible values:** <br/> &bull; **Remote** - Sending packets to Peer, but Peer isn't receiving them <br/> &bull; **ConsentKA** - Keep-Alive Failures; 7 second time-out if no response to keep-alive packets <br/> &bull; **Interface** - Local Interface change or flap <br/> &bull; **RelayDraining** - Service maintenance (Expected)",,&bull; No roams occurred <br/> &bull; The endpoint didn't send data
